iter	MAE	RMSE
1930	4.379294857	5.875198041
1931	4.379078697	5.874972335
1932	4.378824186	5.874706608
1933	4.378606253	5.874491289
1934	4.378359075	5.874184215
1935	4.378026623	5.873804376
1936	4.377711153	5.873439356
1937	4.377443506	5.873151109
1938	4.377205198	5.87276991
1939	4.376928105	5.87247385
1940	4.376640785	5.872190384
1941	4.376381382	5.87190276
1942	4.376134924	5.871616835
1943	4.375800275	5.871275249
1944	4.37567515	5.871083726
1945	4.375471128	5.870696763
1946	4.375161256	5.870331559
1947	4.374919339	5.870125701
1948	4.374569029	5.869743804
1949	4.37439783	5.869539626
1950	4.37403935	5.868909417
1951	4.373826487	5.868659487
1952	4.373365239	5.868195522
1953	4.373071144	5.867893234
1954	4.37287656	5.867698319
1955	4.372461409	5.867294236
1956	4.372166529	5.867002882
1957	4.371882787	5.866710993
1958	4.371739235	5.866558279
1959	4.371515624	5.866355247
1960	4.37120807	5.866054211
1961	4.37081452	5.86556556
1962	4.37059461	5.865369045
1963	4.370289225	5.864984637
1964	4.370048338	5.864720131
1965	4.369776652	5.864439965
1966	4.369432275	5.864087258
1967	4.369189257	5.863832416
1968	4.368972422	5.863677003
1969	4.368565787	5.863288696
1970	4.368395213	5.863099586
1971	4.368229894	5.862909797
1972	4.368052301	5.862653931
1973	4.367863023	5.862464729
1974	4.367613094	5.862145904
1975	4.367472995	5.861957816
1976	4.367263289	5.861669099
1977	4.367122146	5.86145106
1978	4.366983552	5.861302787
1979	4.366537806	5.860855603
1980	4.366442534	5.860753534
1981	4.366198409	5.860485417
1982	4.365983606	5.860243928
1983	4.365682962	5.859652345
1984	4.365441769	5.859405368
1985	4.365240775	5.859228791
1986	4.365014974	5.858711581
1987	4.364720734	5.858357587
1988	4.364293975	5.857882289
1989	4.363999818	5.857562847
1990	4.36386636	5.857419152
1991	4.363519244	5.857063426
1992	4.363277234	5.856814664
1993	4.363093653	5.856599472
1994	4.362759384	5.856248103
1995	4.362617779	5.85606691
1996	4.362198354	5.855654286
1997	4.361775177	5.855100828
1998	4.361441495	5.854727994
1999	4.361164779	5.854422912
2000	4.360847969	5.854058296
2001	4.360590031	5.853795284
2002	4.360485278	5.85363824
2003	4.360151668	5.85320524
2004	4.359968564	5.853022807
2005	4.35964334	5.852601014
2006	4.359322343	5.852236912
2007	4.358945625	5.851816391
2008	4.358657454	5.851491189
2009	4.358250804	5.851104368
2010	4.357797099	5.850638694
2011	4.357563396	5.850399935
2012	4.357448055	5.850220379
2013	4.357361257	5.850098573
2014	4.357105186	5.849837347
2015	4.35678303	5.849527248
2016	4.356461367	5.849170099
2017	4.356193133	5.848657396
2018	4.355926811	5.848429221
2019	4.355777969	5.848274344
2020	4.35546312	5.847939015
2021	4.355282963	5.847797347
2022	4.354883183	5.847345259
2023	4.354709789	5.847149479
2024	4.354485334	5.846647235
2025	4.354357668	5.846509025
2026	4.354023124	5.846144276
2027	4.353879439	5.845949515
2028	4.353442935	5.845461592
2029	4.353166039	5.845169867
2030	4.352799816	5.844762852
2031	4.352347061	5.84427637
2032	4.35203347	5.84395933
2033	4.351565037	5.843558172
2034	4.351213865	5.843194181
2035	4.350954355	5.842972263
2036	4.350786346	5.84278295
2037	4.350554207	5.84252809
2038	4.350344404	5.842338229
2039	4.350043579	5.842043901
2040	4.349904478	5.841868589
2041	4.349593484	5.841517707
2042	4.349157635	5.841038078
2043	4.3489085	5.840785438
2044	4.348738202	5.840548695
2045	4.348616474	5.840416786
2046	4.348283318	5.840073638
2047	4.348137403	5.839862618
2048	4.34774309	5.839441076
2049	4.347319056	5.838975197
2050	4.347057091	5.838735873
2051	4.346637976	5.83827026
2052	4.346281635	5.837870943
2053	4.345905613	5.837447437
2054	4.345809473	5.837298738
2055	4.345459733	5.836912294
2056	4.345218601	5.836658453
2057	4.344809987	5.836210906
2058	4.344589693	5.83602798
2059	4.344192113	5.835557892
2060	4.343968572	5.835292133
2061	4.343712485	5.835059186
2062	4.343470072	5.834815526
2063	4.343181011	5.834256247
2064	4.342899547	5.833943103
2065	4.342602403	5.833609736
2066	4.342275747	5.833254849
2067	4.342006803	5.833030799
2068	4.341774866	5.832810274
2069	4.341503406	5.832532052
2070	4.341228421	5.832231324
2071	4.340951133	5.831973703
2072	4.340787071	5.831788414
2073	4.340483402	5.831496698
2074	4.340143843	5.83109339
2075	4.339850112	5.8307676
2076	4.339537522	5.830361118
2077	4.339206579	5.829968426
2078	4.339021138	5.829776643
2079	4.338862193	5.829542975
2080	4.338560679	5.829150512
2081	4.338219124	5.828824054
2082	4.338048311	5.828687271
2083	4.337872436	5.828511009
2084	4.337775115	5.828383154
2085	4.337614047	5.8282024
2086	4.337394495	5.82796193
2087	4.337186705	5.827740716
2088	4.3369177	5.827467981
2089	4.336667294	5.827255375
2090	4.336297943	5.826900978
2091	4.336174698	5.826756794
2092	4.336003425	5.826587354
2093	4.335764442	5.826346966
2094	4.335582137	5.826175776
2095	4.335424218	5.826003746
2096	4.334951784	5.825545075
2097	4.334706835	5.825337876
2098	4.334443479	5.825006738
2099	4.334187504	5.824734105
2100	4.333817306	5.824237648
2101	4.33352916	5.823861837
2102	4.333366322	5.823661858
2103	4.332905226	5.823215054
2104	4.332672609	5.822984283
2105	4.332439704	5.822751058
2106	4.332318769	5.82262932
2107	4.332090898	5.82240448
2108	4.331825307	5.822158256
2109	4.331731789	5.822034268
2110	4.331471788	5.821793232
2111	4.331366758	5.8216595
2112	4.331169908	5.821425797
2113	4.330728379	5.820987056
2114	4.330364192	5.820601095
2115	4.330086714	5.820308656
2116	4.329836972	5.820043919
2117	4.329567803	5.819746772
2118	4.329318181	5.819450729
2119	4.329152565	5.819286871
2120	4.328724699	5.818856657
2121	4.328432855	5.818533029
2122	4.328318381	5.818417361
2123	4.327933594	5.817983656
2124	4.327715588	5.817778113
2125	4.327537401	5.8175931
2126	4.32732722	5.817341248
2127	4.327152723	5.817144757
2128	4.326822982	5.816581976
2129	4.326400461	5.816149774
2130	4.326229542	5.815958411
2131	4.326102675	5.815757342
2132	4.325974109	5.815596143
2133	4.325736998	5.81537719
2134	4.32566005	5.815278015
2135	4.325374714	5.814963135
2136	4.325284629	5.814843542
2137	4.325025638	5.814582741
2138	4.3245906	5.814165101
2139	4.324379837	5.813930029
2140	4.324201779	5.813722115
2141	4.324067911	5.813568788
2142	4.323644947	5.813150088
2143	4.323400221	5.812929958
2144	4.323225205	5.812759066
2145	4.322728982	5.812030433
2146	4.32245192	5.811507285
2147	4.322128637	5.811135648
2148	4.32192126	5.810915515
2149	4.321664857	5.810621276
2150	4.321310184	5.810285855
2151	4.321024212	5.810016438
2152	4.320842997	5.80985154
2153	4.320568761	5.809493091
2154	4.320412017	5.809306266
2155	4.320162501	5.809075315
2156	4.319896179	5.808726286
2157	4.319510241	5.808319135
2158	4.319107437	5.80791569
2159	4.318899136	5.807436006
2160	4.31848313	5.807038896
2161	4.318313221	5.806873375
2162	4.318118691	5.806671314
2163	4.317875823	5.806447414
2164	4.317729458	5.806246574
2165	4.317577397	5.806078902
2166	4.31723266	5.805718073
2167	4.317072216	5.805559746
2168	4.316806704	5.805282157
2169	4.316377454	5.804818807
2170	4.316235667	5.804623441
2171	4.315958021	5.804349234
2172	4.315723034	5.804151284
2173	4.315647937	5.804054537
2174	4.315519174	5.803906395
2175	4.315289779	5.803696191
2176	4.315124533	5.803511831
2177	4.314846659	5.803154632
2178	4.314567792	5.802894267
2179	4.314318922	5.802675086
2180	4.314005921	5.802384384
2181	4.313888572	5.802240657
2182	4.313756766	5.802087109
2183	4.313598683	5.801923744
2184	4.313326138	5.80167059
2185	4.313208819	5.801519453
2186	4.312946551	5.801288995
2187	4.312630179	5.800754861
2188	4.312478324	5.800582906
2189	4.312269123	5.800385449
2190	4.311883321	5.799963531
2191	4.311522329	5.799544139
2192	4.311319817	5.79931905
2193	4.311191072	5.799164543
2194	4.311046145	5.798994636
2195	4.310688867	5.798558087
2196	4.310327766	5.79806639
2197	4.310129818	5.797841455
2198	4.309739078	5.79744255
2199	4.309430551	5.797154398
2200	4.309097032	5.796805412
2201	4.308909637	5.796610839
2202	4.308561929	5.796210953
2203	4.308415004	5.796044484
2204	4.308337263	5.795956869
2205	4.30808337	5.795733729
2206	4.307847894	5.795522773
2207	4.307607228	5.795300766
2208	4.307374102	5.795075123
2209	4.30711292	5.794799214
2210	4.30689012	5.794582736
2211	4.306586469	5.794271158
2212	4.306252153	5.793957905
2213	4.306147105	5.793844625
2214	4.305915263	5.793569987
2215	4.305802403	5.793431026
2216	4.305581447	5.793209824
2217	4.305320784	5.792970478
2218	4.304943932	5.792599348
2219	4.304690236	5.792264519
2220	4.304526962	5.792105882
2221	4.304325545	5.791642232
2222	4.304086704	5.79142102
2223	4.303695253	5.79103741
2224	4.303345382	5.790560593
2225	4.303116624	5.790322023
2226	4.302993011	5.790138361
2227	4.302734506	5.789812652
2228	4.302441536	5.789476825
2229	4.302042076	5.789114487
2230	4.301815439	5.788923869
2231	4.301578478	5.78871545
2232	4.301238075	5.788313741
2233	4.300899072	5.787851208
2234	4.300579661	5.787518197
2235	4.300326787	5.787288019
2236	4.300017099	5.786767443
2237	4.299831733	5.786542372
2238	4.299570121	5.786284347
2239	4.299208945	5.785929868
2240	4.298909874	5.785653953
2241	4.298713424	5.78520345
2242	4.298572676	5.785044103
2243	4.298192566	5.784586335
2244	4.297861158	5.784239242
2245	4.297541427	5.783833563
2246	4.29744016	5.783724066
2247	4.297304393	5.783569515
2248	4.296943301	5.783212729
2249	4.296786081	5.783088009
2250	4.296437609	5.782736423
2251	4.296294117	5.782593108
2252	4.295964657	5.782204775
2253	4.295721834	5.781884224
2254	4.295531974	5.781449105
2255	4.295216319	5.781065142
2256	4.294895131	5.780687262
2257	4.294629777	5.780347048
2258	4.29426662	5.779978381
2259	4.294171315	5.779854099
2260	4.293879021	5.779607949
2261	4.293626424	5.779336553
2262	4.293323661	5.779015737
2263	4.293138102	5.778842133
2264	4.292908803	5.778601792
2265	4.292801333	5.778457566
2266	4.292574367	5.778207711
2267	4.292330662	5.777989132
2268	4.292022115	5.777599027
2269	4.291680073	5.777165466
2270	4.291304939	5.776756986
2271	4.291087742	5.776575245
2272	4.2907849	5.776209486
2273	4.29062838	5.776024728
2274	4.290538479	5.775898533
2275	4.29035488	5.775477345
2276	4.290095995	5.774997757
2277	4.289812411	5.774698676
2278	4.289510447	5.774397594
2279	4.289269266	5.774096644
2280	4.289022362	5.773874136
2281	4.288878346	5.773710126
2282	4.28857362	5.773385268
2283	4.288331383	5.773167926
2284	4.288211119	5.773002198
2285	4.287915264	5.772645918
2286	4.287796799	5.772518677
2287	4.287570525	5.772320296
2288	4.287499303	5.772155084
2289	4.287318907	5.771946857
2290	4.287126068	5.771779838
2291	4.286830218	5.771486485
2292	4.286482469	5.771143113
2293	4.286030697	5.77047769
2294	4.285773019	5.770212498
2295	4.285560928	5.769952709
2296	4.285263076	5.769639329
2297	4.284849637	5.769210458
2298	4.284511522	5.768877511
2299	4.284262129	5.768622362
2300	4.284117042	5.768443996
2301	4.283764759	5.768005244
2302	4.283558701	5.76775332
2303	4.283200429	5.767356072
2304	4.282797733	5.766938965
2305	4.282577359	5.766705417
2306	4.282247706	5.766378672
2307	4.281915471	5.766053091
2308	4.281620268	5.765562952
2309	4.281389432	5.765257101
2310	4.281062035	5.764935057
2311	4.280776011	5.764595057
2312	4.280541829	5.764386136
2313	4.280276382	5.764110437
2314	4.280082464	5.763877318
2315	4.279892562	5.763556492
2316	4.279578113	5.763127586
2317	4.279260001	5.762815367
2318	4.278945147	5.762464519
2319	4.278597476	5.762144337
2320	4.27820584	5.761740237
2321	4.277885324	5.761428743
2322	4.277485225	5.760996486
2323	4.277332966	5.760835209
2324	4.277041712	5.760549671
2325	4.276875259	5.760343505
2326	4.276572474	5.759992168
2327	4.276234186	5.759664474
2328	4.275990662	5.759416693
2329	4.275755537	5.75918313
2330	4.275653872	5.759008618
2331	4.275300216	5.758606998
2332	4.275054162	5.758161225
2333	4.274855236	5.757964702
2334	4.274602613	5.757693791
2335	4.274417284	5.757471145
2336	4.274309881	5.757351341
2337	4.27416101	5.75719452
2338	4.274015143	5.757041787
2339	4.273653779	5.756682193
2340	4.2734702	5.756479142
2341	4.273248909	5.756259589
2342	4.273064778	5.755848438
2343	4.272902933	5.755647787
2344	4.272563345	5.75529592
2345	4.272205522	5.754976898
2346	4.271916743	5.754670178
2347	4.271712234	5.754500172
2348	4.271388281	5.754165568
2349	4.271164954	5.75389871
2350	4.270902667	5.753603854
2351	4.270670146	5.753315062
2352	4.270432489	5.75307421
2353	4.270242112	5.75289455
2354	4.270014505	5.752689161
2355	4.269763554	5.752434651
2356	4.269541736	5.752236455
2357	4.269240704	5.751959502
2358	4.269018696	5.751756985
2359	4.268801516	5.751559757
2360	4.268705875	5.751389188
2361	4.268565889	5.751233144
2362	4.268180304	5.75081808
2363	4.268069521	5.750697812
2364	4.267794986	5.750461656
2365	4.267576952	5.750233947
2366	4.267364567	5.750009739
2367	4.266989211	5.749605637
2368	4.26680198	5.749386964
2369	4.266626425	5.749184255
2370	4.266288713	5.748797303
2371	4.266073524	5.748583429
2372	4.265933589	5.748439163
2373	4.265840765	5.748272984
2374	4.265685928	5.748080872
2375	4.265350984	5.747664595
2376	4.264987411	5.747272888
2377	4.264747777	5.747017895
2378	4.264447386	5.746723153
2379	4.26410862	5.746312383
2380	4.263803583	5.74592942
2381	4.263448772	5.745599003
2382	4.263167391	5.74530596
2383	4.262808868	5.744982275
2384	4.262654826	5.74474362
2385	4.262378607	5.74447533
2386	4.262070712	5.744112552
2387	4.261972799	5.743946583
2388	4.261813891	5.743760336
2389	4.261549839	5.743495713
2390	4.261336352	5.743241877
2391	4.261125761	5.743033421
2392	4.260820365	5.742730157
2393	4.260510607	5.742349441
2394	4.26027408	5.741912994
2395	4.260072618	5.741669113
2396	4.259894682	5.741271292
2397	4.25963008	5.740911334
2398	4.259364814	5.740684669
2399	4.259228565	5.740511934
2400	4.258904181	5.740119049
2401	4.258834869	5.740035824
2402	4.258502298	5.739646655
2403	4.258208869	5.739303496
2404	4.257949575	5.739082698
2405	4.257652445	5.738788217
2406	4.257439729	5.73859223
2407	4.25723088	5.738408816
2408	4.257013244	5.738213275
2409	4.256817023	5.737976183
2410	4.256716081	5.737839867
2411	4.25654762	5.737644497
2412	4.256251883	5.737245103
2413	4.255987619	5.736786237
2414	4.255874694	5.736658704
2415	4.255635242	5.736418772
2416	4.255257164	5.736072784
2417	4.254939462	5.735718731
2418	4.25473284	5.735489594
2419	4.254484838	5.735270294
2420	4.254220506	5.734806216
2421	4.254052669	5.734626392
2422	4.253878348	5.734392282
2423	4.253659227	5.734120338
2424	4.2534611	5.733921394
2425	4.253174939	5.733638832
2426	4.253040566	5.733485361
2427	4.252905497	5.733320763
2428	4.252512563	5.732924
2429	4.252306067	5.73267991
2430	4.252012976	5.732279875
2431	4.251811081	5.732103605
2432	4.251461955	5.731726885
2433	4.251247643	5.73154038
2434	4.250947472	5.73125243
2435	4.250764502	5.73102439
2436	4.250539814	5.730798518
2437	4.250322785	5.730531895
2438	4.250118787	5.730304618
2439	4.24999139	5.730154246
2440	4.249848392	5.730018467
2441	4.249577709	5.729737462
2442	4.249375481	5.72951735
2443	4.249166131	5.729333553
2444	4.248823287	5.729025625
2445	4.248626815	5.728799461
2446	4.248409313	5.728559272
2447	4.248028251	5.728155536
2448	4.247806853	5.727934005
2449	4.247711768	5.727773223
2450	4.24750748	5.727595175
2451	4.247353718	5.727399892
2452	4.247199418	5.727200498
2453	4.246914519	5.726823243
2454	4.246723078	5.726664692
2455	4.246504607	5.726435749
2456	4.246284781	5.726208822
2457	4.246125307	5.725984826
2458	4.245995246	5.725868604
2459	4.2458003	5.72566418
2460	4.245474244	5.725362782
2461	4.245364633	5.72518157
2462	4.245190858	5.725018612
2463	4.244918671	5.724702898
2464	4.244659144	5.72435597
2465	4.244425252	5.723930013
2466	4.244260976	5.723723541
2467	4.244157474	5.723549487
2468	4.24406276	5.723386053
2469	4.243935097	5.723240043
2470	4.243831129	5.723067307
2471	4.243549909	5.722718966
2472	4.243293315	5.722462409
2473	4.243207101	5.722304283
2474	4.242946575	5.722047311
2475	4.242816413	5.721941164
2476	4.242566779	5.721694172
2477	4.242336092	5.721439204
2478	4.242061137	5.721180814
2479	4.241863501	5.720948187
2480	4.241652241	5.720727984
2481	4.241564386	5.720571734
2482	4.241260666	5.720173235
2483	4.241070656	5.719956122
2484	4.240911162	5.719756403
2485	4.240742013	5.719574179
2486	4.240568057	5.719404674
2487	4.240285769	5.719064514
2488	4.240185034	5.718896674
2489	4.239937858	5.718605427
2490	4.2396062	5.718250174
2491	4.239383566	5.717996441
2492	4.239214703	5.717799235
2493	4.238992287	5.717585814
2494	4.238874104	5.717451062
2495	4.238678457	5.717194164
2496	4.238466426	5.716938143
2497	4.238255682	5.71672693
2498	4.238127996	5.716571701
2499	4.237965128	5.716398807
2500	4.237724812	5.715982157
2501	4.237598769	5.715880054
2502	4.237382706	5.71567287
2503	4.237173731	5.715458988
2504	4.236785853	5.715037136
2505	4.236580221	5.714788618
2506	4.236320374	5.714518959
2507	4.236080425	5.714283214
2508	4.235889769	5.714059498
2509	4.235700393	5.713811986
2510	4.235456022	5.713489703
2511	4.235374193	5.713338692
2512	4.235211011	5.713164366
2513	4.23502515	5.713010382
2514	4.234835924	5.712848094
2515	4.234513878	5.712504083
2516	4.234416032	5.712385459
2517	4.234252107	5.712194144
2518	4.234017981	5.71196541
2519	4.233922118	5.711802655
2520	4.233713655	5.71161867
2521	4.233525559	5.711412095
2522	4.23326387	5.711172614
2523	4.233077089	5.71100642
2524	4.232828391	5.710747914
2525	4.232575248	5.710485784
2526	4.232334184	5.710168175
2527	4.232133976	5.709926863
2528	4.232044468	5.709775733
2529	4.231674297	5.709389107
2530	4.231324471	5.709044647
2531	4.231141539	5.70883781
2532	4.230982191	5.708685199
2533	4.230789037	5.708495876
2534	4.230595801	5.708330613
2535	4.230434291	5.708147687
2536	4.230194539	5.707900554
2537	4.230090491	5.707761797
2538	4.229929007	5.707561548
2539	4.229665712	5.707303174
2540	4.229381963	5.706978813
2541	4.229193914	5.706818501
2542	4.229007916	5.706624158
2543	4.228737351	5.706187507
2544	4.228619425	5.706014894
2545	4.228258775	5.70564039
2546	4.228038936	5.705440582
2547	4.227839776	5.70526364
2548	4.227527263	5.704932233
2549	4.2273409	5.704727185
2550	4.227226202	5.704596576
2551	4.227103867	5.704458676
